"item" "cond" "region" "subj" "expt" "rt" "region.id" "region2" "probs" "dist.exp" "dist.noexp" "exp" "dist" "int" "lrt"
"1423" 16 "d" "MainVerb" 33 "CP1" 750 4 "crit" 0.5 0 1 -1 1 -1 6.62007320653036
"1424" 16 "d" "MainVerb" 45 "CP1" 2860 4 "crit" 0.5 0 1 -1 1 -1 7.9585769038139
"1427" 16 "d" "MainVerb" 37 "CP1" 812 4 "crit" 0.5 0 1 -1 1 -1 6.69950034016168
"1431" 16 "d" "MainVerb" 5 "CP1" 562 4 "crit" 0.5 0 1 -1 1 -1 6.33150184989369
"1435" 16 "d" "MainVerb" 29 "CP1" 1375 4 "crit" 0.5 0 1 -1 1 -1 7.22620901010067
"1439" 16 "d" "MainVerb" 9 "CP1" 1156 4 "crit" 0.5 0 1 -1 1 -1 7.05272104923232
"1443" 2 "a" "CPLightVerb" 48 "CP1" 484 4 "crit" 1 -1 0 1 -1 -1 6.18208490671663
"1444" 2 "a" "CPLightVerb" 60 "CP1" 719 4 "crit" 1 -1 0 1 -1 -1 6.57786135772105
"1446" 2 "a" "CPLightVerb" 28 "CP1" 829 4 "crit" 1 -1 0 1 -1 -1 6.7202201551353
"1451" 2 "a" "CPLightVerb" 36 "CP1" 453 4 "crit" 1 -1 0 1 -1 -1 6.11589212548303
"1455" 2 "a" "CPLightVerb" 24 "CP1" 719 4 "crit" 1 -1 0 1 -1 -1 6.57786135772105
"1456" 2 "a" "CPLightVerb" 52 "CP1" 828 4 "crit" 1 -1 0 1 -1 -1 6.71901315438526
"1457" 2 "a" "CPLightVerb" 12 "CP1" 1078 4 "crit" 1 -1 0 1 -1 -1 6.98286275146894
"1458" 2 "a" "CPLightVerb" 56 "CP1" 438 4 "crit" 1 -1 0 1 -1 -1 6.08221891037645
"1462" 2 "a" "CPLightVerb" 44 "CP1" 797 4 "crit" 1 -1 0 1 -1 -1 6.68085467879022
"1463" 2 "a" "CPLightVerb" 32 "CP1" 1093 4 "crit" 1 -1 0 1 -1 -1 6.99668148817654
"1464" 2 "a" "CPLightVerb" 8 "CP1" 453 4 "crit" 1 -1 0 1 -1 -1 6.11589212548303
"1469" 2 "a" "CPLightVerb" 20 "CP1" 578 4 "crit" 1 -1 0 1 -1 -1 6.35957386867238
"1476" 2 "a" "CPLightVerb" 16 "CP1" 609 4 "crit" 1 -1 0 1 -1 -1 6.4118182677099
"1481" 2 "a" "CPLightVerb" 4 "CP1" 672 4 "crit" 1 -1 0 1 -1 -1 6.51025834052315
"1483" 2 "a" "CPLightVerb" 40 "CP1" 781 4 "crit" 1 -1 0 1 -1 -1 6.66057514983969
"1486" 2 "b" "CPLightVerb" 5 "CP1" 921 4 "crit" 1 1 0 1 1 1 6.82546003625531
"1487" 2 "b" "CPLightVerb" 37 "CP1" 469 4 "crit" 1 1 0 1 1 1 6.15060276844628
"1492" 2 "b" "CPLightVerb" 21 "CP1" 1641 4 "crit" 1 1 0 1 1 1 7.40306109109009
"1493" 2 "b" "CPLightVerb" 17 "CP1" 422 4 "crit" 1 1 0 1 1 1 6.04500531403601
"1494" 2 "b" "CPLightVerb" 1 "CP1" 437 4 "crit" 1 1 0 1 1 1 6.07993319509559
"1499" 2 "b" "CPLightVerb" 29 "CP1" 1688 4 "crit" 1 1 0 1 1 1 7.4312996751559
"1501" 2 "b" "CPLightVerb" 41 "CP1" 375 4 "crit" 1 1 0 1 1 1 5.92692602597041
"1505" 2 "b" "CPLightVerb" 57 "CP1" 468 4 "crit" 1 1 0 1 1 1 6.14846829591765
"1508" 2 "b" "CPLightVerb" 33 "CP1" 422 4 "crit" 1 1 0 1 1 1 6.04500531403601
"1509" 2 "b" "CPLightVerb" 13 "CP1" 1187 4 "crit" 1 1 0 1 1 1 7.07918439460967
"1510" 2 "b" "CPLightVerb" 53 "CP1" 1547 4 "crit" 1 1 0 1 1 1 7.34407285057307
"1518" 2 "b" "CPLightVerb" 49 "CP1" 1094 4 "crit" 1 1 0 1 1 1 6.99759598298193
"1520" 2 "b" "CPLightVerb" 25 "CP1" 609 4 "crit" 1 1 0 1 1 1 6.4118182677099
"1521" 2 "b" "CPLightVerb" 9 "CP1" 406 4 "crit" 1 1 0 1 1 1 6.00635315960173
"1522" 2 "b" "CPLightVerb" 45 "CP1" 547 4 "crit" 1 1 0 1 1 1 6.30444880242198
"1531" 2 "c" "MainVerb" 6 "CP1" 1141 4 "crit" 0.2 0 -1 -1 -1 1 7.03966034986208
"1534" 2 "c" "MainVerb" 22 "CP1" 813 4 "crit" 0.2 0 -1 -1 -1 1 6.70073110954781
"1537" 2 "c" "MainVerb" 38 "CP1" 1422 4 "crit" 0.2 0 -1 -1 -1 1 7.25981961036319
"1539" 2 "c" "MainVerb" 42 "CP1" 360 4 "crit" 0.2 0 -1 -1 -1 1 5.88610403145016
"1542" 2 "c" "MainVerb" 34 "CP1" 1375 4 "crit" 0.2 0 -1 -1 -1 1 7.22620901010067
"1543" 2 "c" "MainVerb" 2 "CP1" 500 4 "crit" 0.2 0 -1 -1 -1 1 6.21460809842219
"1545" 2 "c" "MainVerb" 46 "CP1" 1000 4 "crit" 0.2 0 -1 -1 -1 1 6.90775527898214
"1547" 2 "c" "MainVerb" 14 "CP1" 1031 4 "crit" 0.2 0 -1 -1 -1 1 6.93828448401696
"1548" 2 "c" "MainVerb" 10 "CP1" 500 4 "crit" 0.2 0 -1 -1 -1 1 6.21460809842219
"1568" 2 "c" "MainVerb" 26 "CP1" 391 4 "crit" 0.2 0 -1 -1 -1 1 5.96870755998537
"1569" 2 "c" "MainVerb" 18 "CP1" 1063 4 "crit" 0.2 0 -1 -1 -1 1 6.96885037834195
"1572" 2 "c" "MainVerb" 30 "CP1" 594 4 "crit" 0.2 0 -1 -1 -1 1 6.38687931936265
"1573" 2 "c" "MainVerb" 54 "CP1" 516 4 "crit" 0.2 0 -1 -1 -1 1 6.24610676548156
"1574" 2 "c" "MainVerb" 58 "CP1" 579 4 "crit" 0.2 0 -1 -1 -1 1 6.361302477573
"1575" 2 "c" "MainVerb" 50 "CP1" 875 4 "crit" 0.2 0 -1 -1 -1 1 6.77422388635761
"1579" 2 "d" "MainVerb" 51 "CP1" 469 4 "crit" 0.2 0 1 -1 1 -1 6.15060276844628
"1581" 2 "d" "MainVerb" 35 "CP1" 468 4 "crit" 0.2 0 1 -1 1 -1 6.14846829591765
"1582" 2 "d" "MainVerb" 39 "CP1" 422 4 "crit" 0.2 0 1 -1 1 -1 6.04500531403601
"1583" 2 "d" "MainVerb" 43 "CP1" 515 4 "crit" 0.2 0 1 -1 1 -1 6.24416690066374
"1584" 2 "d" "MainVerb" 47 "CP1" 500 4 "crit" 0.2 0 1 -1 1 -1 6.21460809842219
"1588" 2 "d" "MainVerb" 3 "CP1" 609 4 "crit" 0.2 0 1 -1 1 -1 6.4118182677099
"1590" 2 "d" "MainVerb" 11 "CP1" 766 4 "crit" 0.2 0 1 -1 1 -1 6.64118216974059
"1591" 2 "d" "MainVerb" 15 "CP1" 718 4 "crit" 0.2 0 1 -1 1 -1 6.57646956904822
"1592" 2 "d" "MainVerb" 55 "CP1" 829 4 "crit" 0.2 0 1 -1 1 -1 6.7202201551353
"1597" 2 "d" "MainVerb" 19 "CP1" 1313 4 "crit" 0.2 0 1 -1 1 -1 7.1800698743028
"1600" 2 "d" "MainVerb" 27 "CP1" 468 4 "crit" 0.2 0 1 -1 1 -1 6.14846829591765
"1609" 2 "d" "MainVerb" 23 "CP1" 375 4 "crit" 0.2 0 1 -1 1 -1 5.92692602597041
"1611" 2 "d" "MainVerb" 7 "CP1" 437 4 "crit" 0.2 0 1 -1 1 -1 6.07993319509559
"1617" 2 "d" "MainVerb" 31 "CP1" 875 4 "crit" 0.2 0 1 -1 1 -1 6.77422388635761
"1619" 2 "d" "MainVerb" 59 "CP1" 500 4 "crit" 0.2 0 1 -1 1 -1 6.21460809842219
"1622" 3 "a" "CPLightVerb" 55 "CP1" 1734 4 "crit" 1 -1 0 1 -1 -1 7.45818615734049
"1625" 3 "a" "CPLightVerb" 51 "CP1" 766 4 "crit" 1 -1 0 1 -1 -1 6.64118216974059
"1626" 3 "a" "CPLightVerb" 15 "CP1" 453 4 "crit" 1 -1 0 1 -1 -1 6.11589212548303
"1628" 3 "a" "CPLightVerb" 27 "CP1" 829 4 "crit" 1 -1 0 1 -1 -1 6.7202201551353
"1634" 3 "a" "CPLightVerb" 19 "CP1" 500 4 "crit" 1 -1 0 1 -1 -1 6.21460809842219
"1635" 3 "a" "CPLightVerb" 3 "CP1" 1156 4 "crit" 1 -1 0 1 -1 -1 7.05272104923232
"1639" 3 "a" "CPLightVerb" 11 "CP1" 797 4 "crit" 1 -1 0 1 -1 -1 6.68085467879022
"1641" 3 "a" "CPLightVerb" 43 "CP1" 468 4 "crit" 1 -1 0 1 -1 -1 6.14846829591765
"1643" 3 "a" "CPLightVerb" 31 "CP1" 578 4 "crit" 1 -1 0 1 -1 -1 6.35957386867238
"1651" 3 "a" "CPLightVerb" 39 "CP1" 516 4 "crit" 1 -1 0 1 -1 -1 6.24610676548156
"1655" 3 "a" "CPLightVerb" 7 "CP1" 547 4 "crit" 1 -1 0 1 -1 -1 6.30444880242198
"1658" 3 "a" "CPLightVerb" 23 "CP1" 344 4 "crit" 1 -1 0 1 -1 -1 5.8406416573734
"1660" 3 "a" "CPLightVerb" 59 "CP1" 907 4 "crit" 1 -1 0 1 -1 -1 6.81014245011514
"1664" 3 "a" "CPLightVerb" 35 "CP1" 687 4 "crit" 1 -1 0 1 -1 -1 6.53233429222235
"1665" 3 "a" "CPLightVerb" 47 "CP1" 437 4 "crit" 1 -1 0 1 -1 -1 6.07993319509559
"1667" 3 "b" "CPLightVerb" 40 "CP1" 1312 4 "crit" 1 1 0 1 1 1 7.17930796950403
"1669" 3 "b" "CPLightVerb" 24 "CP1" 687 4 "crit" 1 1 0 1 1 1 6.53233429222235
"1670" 3 "b" "CPLightVerb" 36 "CP1" 859 4 "crit" 1 1 0 1 1 1 6.75576892198425
"1673" 3 "b" "CPLightVerb" 44 "CP1" 875 4 "crit" 1 1 0 1 1 1 6.77422388635761
"1674" 3 "b" "CPLightVerb" 12 "CP1" 766 4 "crit" 1 1 0 1 1 1 6.64118216974059
"1681" 3 "b" "CPLightVerb" 16 "CP1" 641 4 "crit" 1 1 0 1 1 1 6.46302945692067
"1685" 3 "b" "CPLightVerb" 20 "CP1" 672 4 "crit" 1 1 0 1 1 1 6.51025834052315
"1694" 3 "b" "CPLightVerb" 8 "CP1" 407 4 "crit" 1 1 0 1 1 1 6.00881318544259
"1696" 3 "b" "CPLightVerb" 52 "CP1" 1469 4 "crit" 1 1 0 1 1 1 7.29233717617388
"1698" 3 "b" "CPLightVerb" 56 "CP1" 3625 4 "crit" 1 1 0 1 1 1 8.19560956728878
"1699" 3 "b" "CPLightVerb" 48 "CP1" 1250 4 "crit" 1 1 0 1 1 1 7.13089883029635
"1702" 3 "b" "CPLightVerb" 32 "CP1" 485 4 "crit" 1 1 0 1 1 1 6.18414889093748
"1704" 3 "b" "CPLightVerb" 4 "CP1" 407 4 "crit" 1 1 0 1 1 1 6.00881318544259
"1709" 3 "b" "CPLightVerb" 60 "CP1" 406 4 "crit" 1 1 0 1 1 1 6.00635315960173
"1710" 3 "b" "CPLightVerb" 28 "CP1" 890 4 "crit" 1 1 0 1 1 1 6.79122146272619
"1712" 3 "c" "MainVerb" 53 "CP1" 578 4 "crit" 0.3 0 -1 -1 -1 1 6.35957386867238
"1717" 3 "c" "MainVerb" 21 "CP1" 781 4 "crit" 0.3 0 -1 -1 -1 1 6.66057514983969
"1720" 3 "c" "MainVerb" 49 "CP1" 485 4 "crit" 0.3 0 -1 -1 -1 1 6.18414889093748
"1724" 3 "c" "MainVerb" 13 "CP1" 579 4 "crit" 0.3 0 -1 -1 -1 1 6.361302477573
"1725" 3 "c" "MainVerb" 37 "CP1" 1171 4 "crit" 0.3 0 -1 -1 -1 1 7.06561336359772
"1726" 3 "c" "MainVerb" 29 "CP1" 3079 4 "crit" 0.3 0 -1 -1 -1 1 8.0323601479245
"1733" 3 "c" "MainVerb" 25 "CP1" 375 4 "crit" 0.3 0 -1 -1 -1 1 5.92692602597041
"1737" 3 "c" "MainVerb" 33 "CP1" 547 4 "crit" 0.3 0 -1 -1 -1 1 6.30444880242198
"1739" 3 "c" "MainVerb" 45 "CP1" 844 4 "crit" 0.3 0 -1 -1 -1 1 6.73815249459596
"1741" 3 "c" "MainVerb" 9 "CP1" 1235 4 "crit" 0.3 0 -1 -1 -1 1 7.11882624906208
"1742" 3 "c" "MainVerb" 41 "CP1" 391 4 "crit" 0.3 0 -1 -1 -1 1 5.96870755998537
"1743" 3 "c" "MainVerb" 57 "CP1" 563 4 "crit" 0.3 0 -1 -1 -1 1 6.33327962813969
"1745" 3 "c" "MainVerb" 5 "CP1" 953 4 "crit" 0.3 0 -1 -1 -1 1 6.8596149036542
"1752" 3 "c" "MainVerb" 1 "CP1" 360 4 "crit" 0.3 0 -1 -1 -1 1 5.88610403145016
"1753" 3 "c" "MainVerb" 17 "CP1" 2265 4 "crit" 0.3 0 -1 -1 -1 1 7.72533003791713
"1757" 3 "d" "MainVerb" 50 "CP1" 735 4 "crit" 0.3 0 1 -1 1 -1 6.59987049921284
"1761" 3 "d" "MainVerb" 26 "CP1" 469 4 "crit" 0.3 0 1 -1 1 -1 6.15060276844628
"1764" 3 "d" "MainVerb" 46 "CP1" 1562 4 "crit" 0.3 0 1 -1 1 -1 7.35372233039963
"1769" 3 "d" "MainVerb" 6 "CP1" 1875 4 "crit" 0.3 0 1 -1 1 -1 7.53636393840451
"1771" 3 "d" "MainVerb" 54 "CP1" 1453 4 "crit" 0.3 0 1 -1 1 -1 7.28138566357028
"1773" 3 "d" "MainVerb" 18 "CP1" 641 4 "crit" 0.3 0 1 -1 1 -1 6.46302945692067
"1777" 3 "d" "MainVerb" 58 "CP1" 735 4 "crit" 0.3 0 1 -1 1 -1 6.59987049921284
"1779" 3 "d" "MainVerb" 30 "CP1" 1219 4 "crit" 0.3 0 1 -1 1 -1 7.10578612948127
"1782" 3 "d" "MainVerb" 10 "CP1" 2672 4 "crit" 0.3 0 1 -1 1 -1 7.89058253465654
"1785" 3 "d" "MainVerb" 22 "CP1" 797 4 "crit" 0.3 0 1 -1 1 -1 6.68085467879022
"1786" 3 "d" "MainVerb" 14 "CP1" 1359 4 "crit" 0.3 0 1 -1 1 -1 7.21450441415114
"1788" 3 "d" "MainVerb" 34 "CP1" 532 4 "crit" 0.3 0 1 -1 1 -1 6.27664348934164
"1790" 3 "d" "MainVerb" 42 "CP1" 375 4 "crit" 0.3 0 1 -1 1 -1 5.92692602597041
"1791" 3 "d" "MainVerb" 38 "CP1" 1219 4 "crit" 0.3 0 1 -1 1 -1 7.10578612948127
"1798" 3 "d" "MainVerb" 2 "CP1" 1516 4 "crit" 0.3 0 1 -1 1 -1 7.32383056620232
"1801" 4 "a" "CPLightVerb" 10 "CP1" 859 4 "crit" 0.9 -1 0 1 -1 -1 6.75576892198425
"1803" 4 "a" "CPLightVerb" 22 "CP1" 750 4 "crit" 0.9 -1 0 1 -1 -1 6.62007320653036
"1805" 4 "a" "CPLightVerb" 58 "CP1" 859 4 "crit" 0.9 -1 0 1 -1 -1 6.75576892198425
"1808" 4 "a" "CPLightVerb" 38 "CP1" 906 4 "crit" 0.9 -1 0 1 -1 -1 6.80903930604298
"1810" 4 "a" "CPLightVerb" 30 "CP1" 625 4 "crit" 0.9 -1 0 1 -1 -1 6.4377516497364
"1814" 4 "a" "CPLightVerb" 26 "CP1" 453 4 "crit" 0.9 -1 0 1 -1 -1 6.11589212548303
"1816" 4 "a" "CPLightVerb" 42 "CP1" 609 4 "crit" 0.9 -1 0 1 -1 -1 6.4118182677099
"1817" 4 "a" "CPLightVerb" 34 "CP1" 1391 4 "crit" 0.9 -1 0 1 -1 -1 7.23777819192344
"1820" 4 "a" "CPLightVerb" 50 "CP1" 1125 4 "crit" 0.9 -1 0 1 -1 -1 7.02553831463852
"1824" 4 "a" "CPLightVerb" 2 "CP1" 547 4 "crit" 0.9 -1 0 1 -1 -1 6.30444880242198
"1826" 4 "a" "CPLightVerb" 6 "CP1" 1218 4 "crit" 0.9 -1 0 1 -1 -1 7.10496544826984
"1829" 4 "a" "CPLightVerb" 46 "CP1" 1062 4 "crit" 0.9 -1 0 1 -1 -1 6.96790920180188
"1835" 4 "a" "CPLightVerb" 14 "CP1" 2968 4 "crit" 0.9 -1 0 1 -1 -1 7.99564360428727
"1844" 4 "a" "CPLightVerb" 54 "CP1" 390 4 "crit" 0.9 -1 0 1 -1 -1 5.96614673912369
"1845" 4 "a" "CPLightVerb" 18 "CP1" 1047 4 "crit" 0.9 -1 0 1 -1 -1 6.95368421087054
"1846" 4 "b" "CPLightVerb" 51 "CP1" 953 4 "crit" 0.9 1 0 1 1 1 6.8596149036542
"1848" 4 "b" "CPLightVerb" 39 "CP1" 500 4 "crit" 0.9 1 0 1 1 1 6.21460809842219
"1854" 4 "b" "CPLightVerb" 47 "CP1" 516 4 "crit" 0.9 1 0 1 1 1 6.24610676548156
"1855" 4 "b" "CPLightVerb" 59 "CP1" 579 4 "crit" 0.9 1 0 1 1 1 6.361302477573
"1856" 4 "b" "CPLightVerb" 35 "CP1" 531 4 "crit" 0.9 1 0 1 1 1 6.27476202124194
"1864" 4 "b" "CPLightVerb" 15 "CP1" 922 4 "crit" 0.9 1 0 1 1 1 6.82654522355659
"1866" 4 "b" "CPLightVerb" 31 "CP1" 344 4 "crit" 0.9 1 0 1 1 1 5.8406416573734
"1872" 4 "b" "CPLightVerb" 43 "CP1" 1109 4 "crit" 0.9 1 0 1 1 1 7.01121398735037
"1878" 4 "b" "CPLightVerb" 3 "CP1" 515 4 "crit" 0.9 1 0 1 1 1 6.24416690066374
"1879" 4 "b" "CPLightVerb" 19 "CP1" 1141 4 "crit" 0.9 1 0 1 1 1 7.03966034986208
"1880" 4 "b" "CPLightVerb" 27 "CP1" 765 4 "crit" 0.9 1 0 1 1 1 6.63987583382654
"1882" 4 "b" "CPLightVerb" 23 "CP1" 656 4 "crit" 0.9 1 0 1 1 1 6.48616078894409
"1885" 4 "b" "CPLightVerb" 11 "CP1" 890 4 "crit" 0.9 1 0 1 1 1 6.79122146272619
"1886" 4 "b" "CPLightVerb" 55 "CP1" 407 4 "crit" 0.9 1 0 1 1 1 6.00881318544259
"1890" 4 "b" "CPLightVerb" 7 "CP1" 343 4 "crit" 0.9 1 0 1 1 1 5.83773044716594
"1892" 4 "c" "MainVerb" 60 "CP1" 2703 4 "crit" 0 0 -1 -1 -1 1 7.90211754627645
"1896" 4 "c" "MainVerb" 12 "CP1" 1641 4 "crit" 0 0 -1 -1 -1 1 7.40306109109009
"1897" 4 "c" "MainVerb" 16 "CP1" 640 4 "crit" 0 0 -1 -1 -1 1 6.46146817635372
"1904" 4 "c" "MainVerb" 48 "CP1" 1250 4 "crit" 0 0 -1 -1 -1 1 7.13089883029635
"1906" 4 "c" "MainVerb" 28 "CP1" 1234 4 "crit" 0 0 -1 -1 -1 1 7.11801620446533
"1907" 4 "c" "MainVerb" 24 "CP1" 1187 4 "crit" 0 0 -1 -1 -1 1 7.07918439460967
"1911" 4 "c" "MainVerb" 4 "CP1" 1062 4 "crit" 0 0 -1 -1 -1 1 6.96790920180188
"1913" 4 "c" "MainVerb" 32 "CP1" 703 4 "crit" 0 0 -1 -1 -1 1 6.55535689181067
"1916" 4 "c" "MainVerb" 56 "CP1" 2344 4 "crit" 0 0 -1 -1 -1 1 7.7596141506969
"1918" 4 "c" "MainVerb" 40 "CP1" 1000 4 "crit" 0 0 -1 -1 -1 1 6.90775527898214
"1920" 4 "c" "MainVerb" 8 "CP1" 687 4 "crit" 0 0 -1 -1 -1 1 6.53233429222235
"1922" 4 "c" "MainVerb" 52 "CP1" 2406 4 "crit" 0 0 -1 -1 -1 1 7.78572089653462
"1930" 4 "c" "MainVerb" 44 "CP1" 921 4 "crit" 0 0 -1 -1 -1 1 6.82546003625531
"1932" 4 "c" "MainVerb" 20 "CP1" 1281 4 "crit" 0 0 -1 -1 -1 1 7.15539630189673
"1933" 4 "c" "MainVerb" 36 "CP1" 2266 4 "crit" 0 0 -1 -1 -1 1 7.72577144158795
"1937" 4 "d" "MainVerb" 21 "CP1" 2344 4 "crit" 0 0 1 -1 1 -1 7.7596141506969
"1940" 4 "d" "MainVerb" 33 "CP1" 1594 4 "crit" 0 0 1 -1 1 -1 7.37400185935016
"1941" 4 "d" "MainVerb" 45 "CP1" 3125 4 "crit" 0 0 1 -1 1 -1 8.0471895621705
"1943" 4 "d" "MainVerb" 13 "CP1" 1109 4 "crit" 0 0 1 -1 1 -1 7.01121398735037
"1944" 4 "d" "MainVerb" 41 "CP1" 391 4 "crit" 0 0 1 -1 1 -1 5.96870755998537
"1946" 4 "d" "MainVerb" 25 "CP1" 344 4 "crit" 0 0 1 -1 1 -1 5.8406416573734
"1947" 4 "d" "MainVerb" 57 "CP1" 703 4 "crit" 0 0 1 -1 1 -1 6.55535689181067
"1953" 4 "d" "MainVerb" 5 "CP1" 891 4 "crit" 0 0 1 -1 1 -1 6.79234442747081
"1959" 4 "d" "MainVerb" 49 "CP1" 532 4 "crit" 0 0 1 -1 1 -1 6.27664348934164
"1963" 4 "d" "MainVerb" 17 "CP1" 1328 4 "crit" 0 0 1 -1 1 -1 7.19142933003638
"1966" 4 "d" "MainVerb" 29 "CP1" 484 4 "crit" 0 0 1 -1 1 -1 6.18208490671663
"1967" 4 "d" "MainVerb" 37 "CP1" 750 4 "crit" 0 0 1 -1 1 -1 6.62007320653036
"1968" 4 "d" "MainVerb" 53 "CP1" 485 4 "crit" 0 0 1 -1 1 -1 6.18414889093748
"1972" 4 "d" "MainVerb" 1 "CP1" 406 4 "crit" 0 0 1 -1 1 -1 6.00635315960173
"1974" 4 "d" "MainVerb" 9 "CP1" 437 4 "crit" 0 0 1 -1 1 -1 6.07993319509559
"1982" 5 "a" "CPLightVerb" 29 "CP1" 969 4 "crit" 0.9 -1 0 1 -1 -1 6.87626461189077
"1994" 5 "a" "CPLightVerb" 21 "CP1" 657 4 "crit" 0.9 -1 0 1 -1 -1 6.48768401848461
"1998" 5 "a" "CPLightVerb" 9 "CP1" 687 4 "crit" 0.9 -1 0 1 -1 -1 6.53233429222235
"2000" 5 "a" "CPLightVerb" 5 "CP1" 891 4 "crit" 0.9 -1 0 1 -1 -1 6.79234442747081
"2001" 5 "a" "CPLightVerb" 37 "CP1" 687 4 "crit" 0.9 -1 0 1 -1 -1 6.53233429222235
"2002" 5 "a" "CPLightVerb" 25 "CP1" 563 4 "crit" 0.9 -1 0 1 -1 -1 6.33327962813969
"2004" 5 "a" "CPLightVerb" 41 "CP1" 563 4 "crit" 0.9 -1 0 1 -1 -1 6.33327962813969
"2006" 5 "a" "CPLightVerb" 17 "CP1" 532 4 "crit" 0.9 -1 0 1 -1 -1 6.27664348934164
"2007" 5 "a" "CPLightVerb" 57 "CP1" 859 4 "crit" 0.9 -1 0 1 -1 -1 6.75576892198425
"2009" 5 "a" "CPLightVerb" 45 "CP1" 969 4 "crit" 0.9 -1 0 1 -1 -1 6.87626461189077
"2012" 5 "a" "CPLightVerb" 1 "CP1" 454 4 "crit" 0.9 -1 0 1 -1 -1 6.11809719804135
"2013" 5 "a" "CPLightVerb" 13 "CP1" 766 4 "crit" 0.9 -1 0 1 -1 -1 6.64118216974059
"2022" 5 "a" "CPLightVerb" 49 "CP1" 531 4 "crit" 0.9 -1 0 1 -1 -1 6.27476202124194
"2024" 5 "a" "CPLightVerb" 53 "CP1" 781 4 "crit" 0.9 -1 0 1 -1 -1 6.66057514983969
"2025" 5 "a" "CPLightVerb" 33 "CP1" 390 4 "crit" 0.9 -1 0 1 -1 -1 5.96614673912369
"2028" 5 "b" "CPLightVerb" 6 "CP1" 469 4 "crit" 0.9 1 0 1 1 1 6.15060276844628
"2029" 5 "b" "CPLightVerb" 38 "CP1" 562 4 "crit" 0.9 1 0 1 1 1 6.33150184989369
"2033" 5 "b" "CPLightVerb" 46 "CP1" 2235 4 "crit" 0.9 1 0 1 1 1 7.71199650704767
"2039" 5 "b" "CPLightVerb" 30 "CP1" 578 4 "crit" 0.9 1 0 1 1 1 6.35957386867238
"2041" 5 "b" "CPLightVerb" 2 "CP1" 1109 4 "crit" 0.9 1 0 1 1 1 7.01121398735037
"2043" 5 "b" "CPLightVerb" 50 "CP1" 1094 4 "crit" 0.9 1 0 1 1 1 6.99759598298193
"2046" 5 "b" "CPLightVerb" 34 "CP1" 781 4 "crit" 0.9 1 0 1 1 1 6.66057514983969
"2047" 5 "b" "CPLightVerb" 54 "CP1" 1484 4 "crit" 0.9 1 0 1 1 1 7.30249642372733
"2051" 5 "b" "CPLightVerb" 10 "CP1" 2656 4 "crit" 0.9 1 0 1 1 1 7.88457651059632
"2052" 5 "b" "CPLightVerb" 58 "CP1" 672 4 "crit" 0.9 1 0 1 1 1 6.51025834052315
"2058" 5 "b" "CPLightVerb" 18 "CP1" 1610 4 "crit" 0.9 1 0 1 1 1 7.38398945797851
"2059" 5 "b" "CPLightVerb" 14 "CP1" 1656 4 "crit" 0.9 1 0 1 1 1 7.4121603349452
"2067" 5 "b" "CPLightVerb" 26 "CP1" 484 4 "crit" 0.9 1 0 1 1 1 6.18208490671663
"2068" 5 "b" "CPLightVerb" 42 "CP1" 297 4 "crit" 0.9 1 0 1 1 1 5.6937321388027
"2070" 5 "b" "CPLightVerb" 22 "CP1" 703 4 "crit" 0.9 1 0 1 1 1 6.55535689181067
"2071" 5 "c" "MainVerb" 11 "CP1" 1735 4 "crit" 0 0 -1 -1 -1 1 7.45876269238096
"2079" 5 "c" "MainVerb" 35 "CP1" 1735 4 "crit" 0 0 -1 -1 -1 1 7.45876269238096
"2086" 5 "c" "MainVerb" 39 "CP1" 484 4 "crit" 0 0 -1 -1 -1 1 6.18208490671663
"2087" 5 "c" "MainVerb" 51 "CP1" 1625 4 "crit" 0 0 -1 -1 -1 1 7.39326309476384
"2088" 5 "c" "MainVerb" 7 "CP1" 797 4 "crit" 0 0 -1 -1 -1 1 6.68085467879022
"2089" 5 "c" "MainVerb" 43 "CP1" 3953 4 "crit" 0 0 -1 -1 -1 1 8.28223006329669
"2091" 5 "c" "MainVerb" 27 "CP1" 672 4 "crit" 0 0 -1 -1 -1 1 6.51025834052315
"2093" 5 "c" "MainVerb" 19 "CP1" 1641 4 "crit" 0 0 -1 -1 -1 1 7.40306109109009
"2094" 5 "c" "MainVerb" 47 "CP1" 891 4 "crit" 0 0 -1 -1 -1 1 6.79234442747081
"2095" 5 "c" "MainVerb" 55 "CP1" 1344 4 "crit" 0 0 -1 -1 -1 1 7.20340552108309
"2097" 5 "c" "MainVerb" 31 "CP1" 407 4 "crit" 0 0 -1 -1 -1 1 6.00881318544259
"2101" 5 "c" "MainVerb" 59 "CP1" 828 4 "crit" 0 0 -1 -1 -1 1 6.71901315438526
"2102" 5 "c" "MainVerb" 23 "CP1" 531 4 "crit" 0 0 -1 -1 -1 1 6.27476202124194
"2104" 5 "c" "MainVerb" 3 "CP1" 906 4 "crit" 0 0 -1 -1 -1 1 6.80903930604298
"2106" 5 "c" "MainVerb" 15 "CP1" 485 4 "crit" 0 0 -1 -1 -1 1 6.18414889093748
"2119" 5 "d" "MainVerb" 16 "CP1" 610 4 "crit" 0 0 1 -1 1 -1 6.41345895716736
"2127" 5 "d" "MainVerb" 40 "CP1" 1516 4 "crit" 0 0 1 -1 1 -1 7.32383056620232
"2129" 5 "d" "MainVerb" 20 "CP1" 719 4 "crit" 0 0 1 -1 1 -1 6.57786135772105
